nested_records/nesting_to_many_relationships/film_title_actor_name_category_name
Problem:
Actors not grouped, cartesian product as result


Query Sql String:
select `Film`.`TITLE`, `ACTOR`.`FIRST_NAME`, `ACTOR`.`LAST_NAME`, `category`.`name` from `ACTOR` join `FILM_ACTOR` on `ACTOR`.`ACTOR_ID` = `FILM_ACTOR`.`ACTOR_ID` join `Film` on `FILM_ACTOR`.`FILM_ID` = `Film`.`FILM_ID` join `film_category` on `Film`.`FILM_ID` = `film_category`.`film_id` join `category` on `film_category`.`category_id` = `category`.`category_id` order by 1, 2, 3, 4
The formatted plan as returned by the database:
 +----+-----------+-------------+----------+------+---------------------------------+-------------------------+-------+----------------------------+----+--------+-------------------------------+
|  id|select_type|table        |partitions|type  |possible_keys                    |key                      |key_len|ref                         |rows|filtered|Extra                          |
+----+-----------+-------------+----------+------+---------------------------------+-------------------------+-------+----------------------------+----+--------+-------------------------------+
|   1|SIMPLE     |category     |{null}    |ALL   |PRIMARY                          |{null}                   |{null} |{null}                      |  16|   100.0|Using temporary; Using filesort|
|   1|SIMPLE     |film_category|{null}    |ref   |PRIMARY,fk_film_category_category|fk_film_category_category|4      |sakila.category.category_id |  62|   100.0|Using index                    |
|   1|SIMPLE     |Film         |{null}    |eq_ref|PRIMARY                          |PRIMARY                  |4      |sakila.film_category.film_id|   1|   100.0|{null}                         |
|   1|SIMPLE     |FILM_ACTOR   |{null}    |ref   |PRIMARY,idx_fk_film_id           |idx_fk_film_id           |4      |sakila.film_category.film_id|   5|   100.0|Using index                    |
|   1|SIMPLE     |ACTOR        |{null}    |eq_ref|PRIMARY                          |PRIMARY                  |4      |sakila.FILM_ACTOR.actor_id  |   1|   100.0|{null}                         |
+----+-----------+-------------+----------+------+---------------------------------+-------------------------+-------+----------------------------+----+--------+-------------------------------+

The cost the database associated with the execution of the query:  NaN
The estimated number of rows (cardinality) that is to be returned by the query: 16.0
The actual number of rows (cardinality) returned by the query:  5462

Result Records:
  +----------------+----------+---------+-----------+
|TITLE           |FIRST_NAME|LAST_NAME|name       |
|DRACULA CRYSTAL |REESE     |WEST     |Classics   |
|DRACULA CRYSTAL |SEAN      |WILLIAMS |Classics   |
|DRAGON SQUAD    |ALBERT    |NOLTE    |Action     |
|DRAGON SQUAD    |ANNE      |CRONYN   |Action     |
|DRAGON SQUAD    |ED        |GUINESS  |Action     |
|DRAGON SQUAD    |GENE      |HOPKINS  |Action     |
|DRAGON SQUAD    |JIM       |MOSTEL   |Action     |
|DRAGON SQUAD    |SPENCER   |DEPP     |Action     |
|DRAGON SQUAD    |SPENCER   |PECK     |Action     |
|DRAGON SQUAD    |SUSAN     |DAVIS    |Action     |
|DRAGONFLY STR...|ANGELINA  |ASTAIRE  |New        |
|DRAGONFLY STR...|CHRISTIAN |GABLE    |New        |
|DRAGONFLY STR...|FAY       |WINSLET  |New        |
|DREAM PICKUP    |HUMPHREY  |WILLIS   |Action     |
|DREAM PICKUP    |JODIE     |DEGENERES|Action     |
|DREAM PICKUP    |JON       |CHASE    |Action     |
|DREAM PICKUP    |MILLA     |PECK     |Action     |
|DRIFTER COMMA...|AL        |GARLAND  |Action     |
|DRIFTER COMMA...|AUDREY    |BAILEY   |Action     |
|DRIFTER COMMA...|HENRY     |BERRY    |Action     |
|DRIFTER COMMA...|KIRSTEN   |PALTROW  |Action     |
|DRIFTER COMMA...|SPENCER   |PECK     |Action     |
|DRIFTER COMMA...|VAL       |BOLGER   |Action     |
|DRIFTER COMMA...|VIVIEN    |BERGEN   |Action     |
|DRIVER ANNIE    |CHARLIZE  |DENCH    |Sports     |
|DRIVER ANNIE    |CHRISTIAN |AKROYD   |Sports     |
|DRIVER ANNIE    |FAY       |WINSLET  |Sports     |
|DRIVER ANNIE    |MORGAN    |MCDORMAND|Sports     |
|DRIVER ANNIE    |MORGAN    |WILLIAMS |Sports     |
|DRIVER ANNIE    |PARKER    |GOLDBERG |Sports     |
|DRIVER ANNIE    |SANDRA    |KILMER   |Sports     |
|DRIVER ANNIE    |UMA       |WOOD     |Sports     |
|DRIVING POLISH  |MATTHEW   |JOHANSSON|Music      |
|DRIVING POLISH  |NICK      |DEGENERES|Music      |
|DRIVING POLISH  |PENELOPE  |MONROE   |Music      |
|DRIVING POLISH  |RIP       |WINSLET  |Music      |
|DRIVING POLISH  |SUSAN     |DAVIS    |Music      |
|DRIVING POLISH  |VIVIEN    |BERGEN   |Music      |
|DRIVING POLISH  |WILL      |WILSON   |Music      |
|DROP WATERFRONT |BETTE     |NICHOLSON|Sports     |
|DROP WATERFRONT |CAMERON   |STREEP   |Sports     |
|DROP WATERFRONT |ED        |MANSFIELD|Sports     |
|DROP WATERFRONT |FRANCES   |TOMEI    |Sports     |
|DROP WATERFRONT |JESSICA   |BAILEY   |Sports     |
|DROP WATERFRONT |JUDY      |DEAN     |Sports     |
|DROP WATERFRONT |MEG       |HAWKE    |Sports     |
|DROP WATERFRONT |MENA      |TEMPLE   |Sports     |
|DRUMS DYNAMITE  |JEFF      |SILVER...|Horror     |
|DRUMS DYNAMITE  |JUDE      |CRUISE   |Horror     |
|DRUMS DYNAMITE  |LUCILLE   |DEE      |Horror     |
|DRUMS DYNAMITE  |MORGAN    |HOPKINS  |Horror     |
|DRUMS DYNAMITE  |REESE     |WEST     |Horror     |
|DRUMS DYNAMITE  |VIVIEN    |BERGEN   |Horror     |
|DRUMS DYNAMITE  |WHOOPI    |HURT     |Horror     |
|DUCK RACER      |PENELOPE  |CRONYN   |Animation  |
|DUCK RACER      |WOODY     |HOFFMAN  |Animation  |
|DUDE BLINDNESS  |ANGELA    |WITHER...|Sports     |
|DUDE BLINDNESS  |GROUCHO   |SINATRA  |Sports     |
|DUDE BLINDNESS  |RALPH     |CRUZ     |Sports     |
|DUDE BLINDNESS  |SANDRA    |PECK     |Sports     |
|DUDE BLINDNESS  |SCARLETT  |BENING   |Sports     |
|DUDE BLINDNESS  |SCARLETT  |DAMON    |Sports     |
|DUDE BLINDNESS  |VAL       |BOLGER   |Sports     |
|DUFFEL APOCAL...|CARY      |MCCONA...|Documentary|
|DUFFEL APOCAL...|EWAN      |GOODING  |Documentary|
|DUFFEL APOCAL...|GROUCHO   |SINATRA  |Documentary|
|DUMBO LUST      |ED        |MANSFIELD|Family     |
|DUMBO LUST      |EWAN      |GOODING  |Family     |
|DUMBO LUST      |FAY       |WOOD     |Family     |
|DUMBO LUST      |HENRY     |BERRY    |Family     |
|DUMBO LUST      |MAE       |HOFFMAN  |Family     |
|DUMBO LUST      |MARY      |KEITEL   |Family     |
|DUMBO LUST      |RALPH     |CRUZ     |Family     |
|DUMBO LUST      |SANDRA    |PECK     |Family     |
|DUMBO LUST      |SEAN      |GUINESS  |Family     |
|DURHAM PANKY    |BEN       |WILLIS   |Sports     |
|DURHAM PANKY    |FAY       |WOOD     |Sports     |
|DURHAM PANKY    |FRANCES   |TOMEI    |Sports     |
|DURHAM PANKY    |MATTHEW   |JOHANSSON|Sports     |
|DURHAM PANKY    |MILLA     |KEITEL   |Sports     |
|DURHAM PANKY    |MORGAN    |WILLIAMS |Sports     |
|DURHAM PANKY    |SCARLETT  |BENING   |Sports     |
|DURHAM PANKY    |SUSAN     |DAVIS    |Sports     |
|DURHAM PANKY    |WOODY     |HOFFMAN  |Sports     |
|DWARFS ALTER    |MARY      |KEITEL   |Games      |
|DYING MAKER     |GROUCHO   |SINATRA  |Comedy     |
|DYING MAKER     |MICHAEL   |BOLGER   |Comedy     |
|DYNAMITE TARZAN |BOB       |FAWCETT  |Classics   |
|DYNAMITE TARZAN |CHARLIZE  |DENCH    |Classics   |
|DYNAMITE TARZAN |CUBA      |BIRCH    |Classics   |
|DYNAMITE TARZAN |EWAN      |GOODING  |Classics   |
|DYNAMITE TARZAN |JULIANNE  |DENCH    |Classics   |
|EAGLES PANKY    |CHRIS     |DEPP     |New        |
|EAGLES PANKY    |FRANCES   |DAY-LEWIS|New        |
|EAGLES PANKY    |FRED      |COSTNER  |New        |
|EAGLES PANKY    |JUDE      |CRUISE   |New        |
|EAGLES PANKY    |MAE       |HOFFMAN  |New        |
|EAGLES PANKY    |SCARLETT  |DAMON    |New        |
|EARLY HOME      |BEN       |WILLIS   |Animation  |
|EARLY HOME      |DAN       |TORN     |Animation  |
|EARLY HOME      |MENA      |TEMPLE   |Animation  |
|EARLY HOME      |MORGAN    |WILLIAMS |Animation  |
|EARLY HOME      |SCARLETT  |DAMON    |Animation  |
|EARLY HOME      |WALTER    |TORN     |Animation  |
|EARRING INSTINCT|FRED      |COSTNER  |Family     |
|EARRING INSTINCT|HARVEY    |HOPE     |Family     |
|EARRING INSTINCT|LUCILLE   |TRACY    |Family     |
|EARRING INSTINCT|MAE       |HOFFMAN  |Family     |
|EARRING INSTINCT|RITA      |REYNOLDS |Family     |
|EARTH VISION    |JAYNE     |NOLTE    |New        |
|EARTH VISION    |KENNETH   |TORN     |New        |
|EARTH VISION    |RICHARD   |PENN     |New        |
|EASY GLADIATOR  |ED        |MANSFIELD|Action     |
|EASY GLADIATOR  |FRED      |COSTNER  |Action     |
|EASY GLADIATOR  |MATTHEW   |LEIGH    |Action     |
|EDGE KISSING    |ANGELA    |WITHER...|Drama      |
|EDGE KISSING    |CUBA      |BIRCH    |Drama      |
|EDGE KISSING    |JAYNE     |NEESON   |Drama      |
|EFFECT GLADIATOR|ALEC      |WAYNE    |Family     |
|EFFECT GLADIATOR|JULIA     |BARRYMORE|Family     |
|EFFECT GLADIATOR|JULIA     |MCQUEEN  |Family     |
|EFFECT GLADIATOR|LISA      |MONROE   |Family     |
|EFFECT GLADIATOR|NICK      |STALLONE |Family     |
|EFFECT GLADIATOR|OLYMPIA   |PFEIFFER |Family     |
|EFFECT GLADIATOR|RENEE     |TRACY    |Family     |
|EGG IGBY        |LUCILLE   |TRACY    |Documentary|
|EGG IGBY        |MERYL     |GIBSON   |Documentary|
|EGG IGBY        |NATALIE   |HOPKINS  |Documentary|
|EGG IGBY        |OPRAH     |KILMER   |Documentary|
|EGG IGBY        |TOM       |MCKELLEN |Documentary|
|EGYPT TENENBAUMS|CHRIS     |DEPP     |Horror     |
|EGYPT TENENBAUMS|CUBA      |OLIVIER  |Horror     |
|EGYPT TENENBAUMS|GARY      |PENN     |Horror     |
|EGYPT TENENBAUMS|KENNETH   |TORN     |Horror     |
|EGYPT TENENBAUMS|SUSAN     |DAVIS    |Horror     |
|ELEMENT FREDDY  |ANGELA    |HUDSON   |Comedy     |
|ELEMENT FREDDY  |BELA      |WALKEN   |Comedy     |
|ELEMENT FREDDY  |KIRK      |JOVOVICH |Comedy     |
|ELEMENT FREDDY  |MERYL     |GIBSON   |Comedy     |
|ELEPHANT TROJAN |CAMERON   |STREEP   |Horror     |
|ELEPHANT TROJAN |GINA      |DEGENERES|Horror     |
|ELEPHANT TROJAN |HARRISON  |BALE     |Horror     |
|ELEPHANT TROJAN |PENELOPE  |GUINESS  |Horror     |
|ELEPHANT TROJAN |VAL       |BOLGER   |Horror     |
|ELF MURDER      |ALBERT    |JOHANSSON|Music      |
|ELF MURDER      |AUDREY    |BAILEY   |Music      |
|ELF MURDER      |CAMERON   |WRAY     |Music      |
|ELF MURDER      |GENE      |HOPKINS  |Music      |
|ELF MURDER      |WARREN    |NOLTE    |Music      |
|ELIZABETH SHANE |BEN       |WILLIS   |Sports     |
|ELIZABETH SHANE |DAN       |TORN     |Sports     |
|ELIZABETH SHANE |OPRAH     |KILMER   |Sports     |
|EMPIRE MALKOVICH|CUBA      |OLIVIER  |Children   |
|EMPIRE MALKOVICH|DAN       |TORN     |Children   |
|EMPIRE MALKOVICH|ELLEN     |PRESLEY  |Children   |
|EMPIRE MALKOVICH|FRED      |COSTNER  |Children   |
|EMPIRE MALKOVICH|HELEN     |VOIGHT   |Children   |
|EMPIRE MALKOVICH|RALPH     |CRUZ     |Children   |
|EMPIRE MALKOVICH|RAY       |JOHANSSON|Children   |
|EMPIRE MALKOVICH|RICHARD   |PENN     |Children   |
|EMPIRE MALKOVICH|SIDNEY    |CROWE    |Children   |
|ENCINO ELF      |BEN       |WILLIS   |Games      |
|ENCINO ELF      |HARVEY    |HOPE     |Games      |
|ENCINO ELF      |JAMES     |PITT     |Games      |
|ENCINO ELF      |KIRSTEN   |PALTROW  |Games      |
|ENCINO ELF      |SYLVESTER |DERN     |Games      |
|ENCINO ELF      |ZERO      |CAGE     |Games      |
|ENCOUNTERS CU...|ALEC      |WAYNE    |Drama      |
|ENCOUNTERS CU...|ANNE      |CRONYN   |Drama      |
|ENCOUNTERS CU...|EWAN      |GOODING  |Drama      |
|ENCOUNTERS CU...|MERYL     |GIBSON   |Drama      |
|ENDING CROWDS   |BURT      |DUKAKIS  |New        |
|ENDING CROWDS   |CHRISTO...|WEST     |New        |
|ENDING CROWDS   |MARY      |TANDY    |New        |
|ENDING CROWDS   |SIDNEY    |CROWE    |New        |
|ENDING CROWDS   |ZERO      |CAGE     |New        |
|ENEMY ODDS      |BELA      |WALKEN   |Music      |
|ENEMY ODDS      |EWAN      |GOODING  |Music      |
|ENEMY ODDS      |LIZA      |BERGMAN  |Music      |
|ENEMY ODDS      |VIVIEN    |BERGEN   |Music      |
|ENGLISH BULWORTH|FAY       |WOOD     |Sci-Fi     |
|ENGLISH BULWORTH|JAYNE     |NOLTE    |Sci-Fi     |
|ENGLISH BULWORTH|MATTHEW   |LEIGH    |Sci-Fi     |
|ENGLISH BULWORTH|MENA      |TEMPLE   |Sci-Fi     |
|ENGLISH BULWORTH|PENELOPE  |PINKETT  |Sci-Fi     |
|ENOUGH RAGING   |AL        |GARLAND  |Travel     |
|ENOUGH RAGING   |JOHNNY    |LOLLOB...|Travel     |
|ENOUGH RAGING   |JULIANNE  |DENCH    |Travel     |
|ENOUGH RAGING   |KEVIN     |GARLAND  |Travel     |
|ENOUGH RAGING   |MATTHEW   |CARREY   |Travel     |
|ENOUGH RAGING   |MICHAEL   |BOLGER   |Travel     |
|ENOUGH RAGING   |RICHARD   |PENN     |Travel     |
|ENOUGH RAGING   |SANDRA    |PECK     |Travel     |
|ENOUGH RAGING   |SEAN      |WILLIAMS |Travel     |
|ENTRAPMENT SA...|FRANCES   |DAY-LEWIS|Action     |
|ENTRAPMENT SA...|FRED      |COSTNER  |Action     |
|ENTRAPMENT SA...|PENELOPE  |CRONYN   |Action     |
|ENTRAPMENT SA...|WOODY     |HOFFMAN  |Action     |
|ESCAPE METROP...|ED        |MANSFIELD|Travel     |
|ESCAPE METROP...|FRANCES   |TOMEI    |Travel     |
|ESCAPE METROP...|JOHNNY    |LOLLOB...|Travel     |
|ESCAPE METROP...|NATALIE   |HOPKINS  |Travel     |
|EVE RESURRECTION|ED        |CHASE    |New        |
|EVE RESURRECTION|GENE      |MCKELLEN |New        |
|EVE RESURRECTION|KENNETH   |HOFFMAN  |New        |
|EVE RESURRECTION|ROCK      |DUKAKIS  |New        |
|EVE RESURRECTION|SCARLETT  |BENING   |New        |
|EVE RESURRECTION|SUSAN     |DAVIS    |New        |
|EVERYONE CRAFT  |GOLDIE    |BRODY    |Foreign    |
|EVERYONE CRAFT  |JAMES     |PITT     |Foreign    |
|EVERYONE CRAFT  |MICHELLE  |MCCONA...|Foreign    |
|EVERYONE CRAFT  |MINNIE    |ZELLWEGER|Foreign    |
|EVERYONE CRAFT  |WOODY     |JOLIE    |Foreign    |
|EVOLUTION ALTER |ANGELA    |WITHER...|Sports     |
|EVOLUTION ALTER |BURT      |TEMPLE   |Sports     |
|EVOLUTION ALTER |ED        |GUINESS  |Sports     |
|EVOLUTION ALTER |ELVIS     |MARX     |Sports     |
|EVOLUTION ALTER |GRETA     |MALDEN   |Sports     |
|EVOLUTION ALTER |RAY       |JOHANSSON|Sports     |
|EXCITEMENT EVE  |GINA      |DEGENERES|Action     |
|EXCITEMENT EVE  |GRACE     |MOSTEL   |Action     |
|EXCITEMENT EVE  |KENNETH   |PALTROW  |Action     |
|EXCITEMENT EVE  |MORGAN    |HOPKINS  |Action     |
|EXCITEMENT EVE  |PENELOPE  |PINKETT  |Action     |
|EXCITEMENT EVE  |SANDRA    |PECK     |Action     |
|EXCITEMENT EVE  |SUSAN     |DAVIS    |Action     |
|EXCITEMENT EVE  |VIVIEN    |BERGEN   |Action     |
|EXORCIST STING  |ANGELA    |WITHER...|Sports     |
|EXORCIST STING  |GOLDIE    |BRODY    |Sports     |
|EXORCIST STING  |GREGORY   |GOODING  |Sports     |
|EXORCIST STING  |KIM       |ALLEN    |Sports     |
|EXORCIST STING  |VIVIEN    |BASINGER |Sports     |
|EXPECATIONS N...|DARYL     |WAHLBERG |Travel     |
|EXPECATIONS N...|ELVIS     |MARX     |Travel     |
|EXPECATIONS N...|LAURENCE  |BULLOCK  |Travel     |
|EXPENDABLE ST...|DUSTIN    |TAUTOU   |Documentary|
|EXPENDABLE ST...|FAY       |WINSLET  |Documentary|
|EXPENDABLE ST...|FRANCES   |DAY-LEWIS|Documentary|
|EXPENDABLE ST...|JAYNE     |NEESON   |Documentary|
|EXPRESS LONELY  |ALBERT    |JOHANSSON|Sci-Fi     |
|EXPRESS LONELY  |ALEC      |WAYNE    |Sci-Fi     |
|EXPRESS LONELY  |GREGORY   |GOODING  |Sci-Fi     |
|EXPRESS LONELY  |MINNIE    |ZELLWEGER|Sci-Fi     |
|EXPRESS LONELY  |OLYMPIA   |PFEIFFER |Sci-Fi     |
|EXPRESS LONELY  |PARKER    |GOLDBERG |Sci-Fi     |
|EXPRESS LONELY  |RIP       |WINSLET  |Sci-Fi     |
|EXPRESS LONELY  |SEAN      |WILLIAMS |Sci-Fi     |
|EXTRAORDINARY...|CHRIS     |BRIDGES  |Classics   |
|EXTRAORDINARY...|FAY       |WOOD     |Classics   |
|EXTRAORDINARY...|HENRY     |BERRY    |Classics   |
|EXTRAORDINARY...|LIZA      |BERGMAN  |Classics   |
|EXTRAORDINARY...|MINNIE    |ZELLWEGER|Classics   |
|EXTRAORDINARY...|NICK      |DEGENERES|Classics   |
|EXTRAORDINARY...|RENEE     |BALL     |Classics   |
|EYES DRIVING    |DAN       |HARRIS   |Sci-Fi     |
|EYES DRIVING    |FAY       |WINSLET  |Sci-Fi     |
|EYES DRIVING    |JAYNE     |SILVER...|Sci-Fi     |
|EYES DRIVING    |MICHAEL   |BENING   |Sci-Fi     |
|EYES DRIVING    |RENEE     |TRACY    |Sci-Fi     |
|FACTORY DRAGON  |CATE      |MCQUEEN  |Travel     |
|FACTORY DRAGON  |HENRY     |BERRY    |Travel     |
|FACTORY DRAGON  |MAE       |HOFFMAN  |Travel     |
|FACTORY DRAGON  |MENA      |HOPPER   |Travel     |
|FACTORY DRAGON  |MERYL     |GIBSON   |Travel     |
|FACTORY DRAGON  |SISSY     |SOBIESKI |Travel     |
|FALCON VOLUME   |ED        |MANSFIELD|Animation  |
|FALCON VOLUME   |KENNETH   |PALTROW  |Animation  |
|FALCON VOLUME   |MARY      |TANDY    |Animation  |
|FALCON VOLUME   |SALMA     |NOLTE    |Animation  |
|FAMILY SWEET    |BURT      |POSEY    |Horror     |
|FAMILY SWEET    |DARYL     |WAHLBERG |Horror     |
|FAMILY SWEET    |DEBBIE    |AKROYD   |Horror     |
|FAMILY SWEET    |FAY       |WOOD     |Horror     |
|FAMILY SWEET    |GROUCHO   |SINATRA  |Horror     |
|FAMILY SWEET    |KENNETH   |HOFFMAN  |Horror     |
|FAMILY SWEET    |MATTHEW   |CARREY   |Horror     |
|FAMILY SWEET    |PENELOPE  |PINKETT  |Horror     |
|FAMILY SWEET    |SANDRA    |PECK     |Horror     |
|FANTASIA PARK   |GROUCHO   |WILLIAMS |Games      |
|FANTASIA PARK   |HARRISON  |BALE     |Games      |
|FANTASIA PARK   |WARREN    |NOLTE    |Games      |
|FANTASY TROOPERS|BELA      |WALKEN   |Action     |
|FANTASY TROOPERS|CHRISTO...|WEST     |Action     |
|FANTASY TROOPERS|GREG      |CHAPLIN  |Action     |
|FANTASY TROOPERS|GRETA     |MALDEN   |Action     |
|FANTASY TROOPERS|IAN       |TANDY    |Action     |
|FANTASY TROOPERS|JON       |CHASE    |Action     |
|FANTASY TROOPERS|MARY      |KEITEL   |Action     |
|FANTASY TROOPERS|NATALIE   |HOPKINS  |Action     |
|FANTASY TROOPERS|SEAN      |GUINESS  |Action     |
|FARGO GANDHI    |CHRISTO...|WEST     |Children   |
|FARGO GANDHI    |KENNETH   |PESCI    |Children   |
|FARGO GANDHI    |MICHELLE  |MCCONA...|Children   |
|FARGO GANDHI    |MORGAN    |WILLIAMS |Children   |
|FARGO GANDHI    |SCARLETT  |DAMON    |Children   |
|FATAL HAUNTED   |ANGELA    |HUDSON   |New        |
|FATAL HAUNTED   |FAY       |WINSLET  |New        |
|FATAL HAUNTED   |JODIE     |DEGENERES|New        |
|FATAL HAUNTED   |MILLA     |PECK     |New        |
|FATAL HAUNTED   |MORGAN    |MCDORMAND|New        |
|FATAL HAUNTED   |WILL      |WILSON   |New        |
|FEATHERS METAL  |CHARLIZE  |DENCH    |Games      |
|FEATHERS METAL  |CHRISTIAN |AKROYD   |Games      |
|FEATHERS METAL  |JAYNE     |NOLTE    |Games      |
|FEATHERS METAL  |KENNETH   |PALTROW  |Games      |
|FEATHERS METAL  |MILLA     |PECK     |Games      |
|FEATHERS METAL  |NATALIE   |HOPKINS  |Games      |
|FEATHERS METAL  |NICK      |DEGENERES|Games      |
|FEATHERS METAL  |SCARLETT  |BENING   |Games      |
|FEATHERS METAL  |WOODY     |JOLIE    |Games      |
|FELLOWSHIP AU...|CHRISTIAN |NEESON   |Travel     |
|FELLOWSHIP AU...|CHRISTO...|WEST     |Travel     |
|FELLOWSHIP AU...|DAN       |HARRIS   |Travel     |
|FELLOWSHIP AU...|FAY       |KILMER   |Travel     |
|FELLOWSHIP AU...|MENA      |TEMPLE   |Travel     |
|FELLOWSHIP AU...|RAY       |JOHANSSON|Travel     |
|FELLOWSHIP AU...|SALMA     |NOLTE    |Travel     |
|FERRIS MOTHER   |SISSY     |SOBIESKI |Comedy     |
|FEUD FROGMEN    |MARY      |KEITEL   |Family     |
|FEUD FROGMEN    |PENELOPE  |CRONYN   |Family     |
|FEUD FROGMEN    |TIM       |HACKMAN  |Family     |
|FEUD FROGMEN    |TOM       |MIRANDA  |Family     |
|FEVER EMPIRE    |AUDREY    |BAILEY   |Games      |
|FEVER EMPIRE    |FAY       |WINSLET  |Games      |
|FEVER EMPIRE    |HELEN     |VOIGHT   |Games      |
|FICTION CHRIS...|ADAM      |HOPPER   |Foreign    |
|FICTION CHRIS...|ALEC      |WAYNE    |Foreign    |
|FICTION CHRIS...|CUBA      |ALLEN    |Foreign    |
|FICTION CHRIS...|KEVIN     |BLOOM    |Foreign    |
|FICTION CHRIS...|LISA      |MONROE   |Foreign    |
|FICTION CHRIS...|MARY      |KEITEL   |Foreign    |
|FICTION CHRIS...|MATTHEW   |CARREY   |Foreign    |
|FICTION CHRIS...|ROCK      |DUKAKIS  |Foreign    |
|FIDDLER LOST    |ANGELA    |WITHER...|Sci-Fi     |
|FIDDLER LOST    |CATE      |MCQUEEN  |Sci-Fi     |
|FIDDLER LOST    |DARYL     |WAHLBERG |Sci-Fi     |
|FIDDLER LOST    |FRANCES   |DAY-LEWIS|Sci-Fi     |
|FIDDLER LOST    |IAN       |TANDY    |Sci-Fi     |
|FIDDLER LOST    |JAMES     |PITT     |Sci-Fi     |
|FIDDLER LOST    |MEG       |HAWKE    |Sci-Fi     |
|FIDDLER LOST    |RUSSELL   |BACALL   |Sci-Fi     |
|FIDDLER LOST    |SCARLETT  |BENING   |Sci-Fi     |
|FIDDLER LOST    |SPENCER   |PECK     |Sci-Fi     |
|FIDDLER LOST    |TIM       |HACKMAN  |Sci-Fi     |
|FIDELITY DEVIL  |ALAN      |DREYFUSS |Horror     |
|FIDELITY DEVIL  |HELEN     |VOIGHT   |Horror     |
|FIDELITY DEVIL  |PENELOPE  |CRONYN   |Horror     |
|FIDELITY DEVIL  |RUSSELL   |CLOSE    |Horror     |
|FIGHT JAWBREAKER|ALBERT    |JOHANSSON|Animation  |
|FIGHT JAWBREAKER|MERYL     |GIBSON   |Animation  |
|FIGHT JAWBREAKER|NICK      |WAHLBERG |Animation  |
|FINDING ANACONDA|CUBA      |BIRCH    |Family     |
|FINDING ANACONDA|FRANCES   |DAY-LEWIS|Family     |
|FINDING ANACONDA|MATTHEW   |LEIGH    |Family     |
|FINDING ANACONDA|RIP       |WINSLET  |Family     |
|FINDING ANACONDA|SIDNEY    |CROWE    |Family     |
|FIRE WOLVES     |CHRISTIAN |AKROYD   |Games      |
|FIRE WOLVES     |JOHNNY    |LOLLOB...|Games      |
|FIRE WOLVES     |RENEE     |TRACY    |Games      |
|FIRE WOLVES     |RIVER     |DEAN     |Games      |
|FIRE WOLVES     |WOODY     |JOLIE    |Games      |
|FIREBALL PHIL...|ADAM      |GRANT    |Comedy     |
|FIREBALL PHIL...|FRANCES   |TOMEI    |Comedy     |
|FIREBALL PHIL...|JAMES     |PITT     |Comedy     |
|FIREBALL PHIL...|JUDE      |CRUISE   |Comedy     |
|FIREBALL PHIL...|VAL       |BOLGER   |Comedy     |
|FIREHOUSE VIE...|BEN       |HARRIS   |Action     |
|FIREHOUSE VIE...|FAY       |WINSLET  |Action     |
|FIREHOUSE VIE...|MATTHEW   |LEIGH    |Action     |
|FIREHOUSE VIE...|OLYMPIA   |PFEIFFER |Action     |
|FIREHOUSE VIE...|SANDRA    |PECK     |Action     |
|FISH OPUS       |LAURENCE  |BULLOCK  |Sci-Fi     |
|FISH OPUS       |PARKER    |GOLDBERG |Sci-Fi     |
|FLAMINGOS CON...|ALBERT    |JOHANSSON|New        |
|FLAMINGOS CON...|FAY       |KILMER   |New        |
|FLAMINGOS CON...|GENE      |WILLIS   |New        |
|FLAMINGOS CON...|GOLDIE    |BRODY    |New        |
|FLAMINGOS CON...|JANE      |JACKMAN  |New        |
|FLAMINGOS CON...|JON       |CHASE    |New        |
|FLAMINGOS CON...|KENNETH   |TORN     |New        |
|FLAMINGOS CON...|RITA      |REYNOLDS |New        |
|FLAMINGOS CON...|TOM       |MIRANDA  |New        |
|FLASH WARS      |DAN       |TORN     |New        |
|FLASH WARS      |GRETA     |MALDEN   |New        |
|FLASH WARS      |KIRSTEN   |PALTROW  |New        |
|FLASH WARS      |MATTHEW   |JOHANSSON|New        |
|FLASH WARS      |MILLA     |KEITEL   |New        |
|FLASH WARS      |NICK      |WAHLBERG |New        |
|FLASH WARS      |SANDRA    |PECK     |New        |
|FLATLINERS KI...|GARY      |PENN     |Sports     |
|FLATLINERS KI...|JIM       |MOSTEL   |Sports     |
|FLATLINERS KI...|KENNETH   |TORN     |Sports     |
|FLATLINERS KI...|MENA      |HOPPER   |Sports     |
|FLATLINERS KI...|MORGAN    |HOPKINS  |Sports     |
|FLATLINERS KI...|NICK      |STALLONE |Sports     |
|FLATLINERS KI...|ROCK      |DUKAKIS  |Sports     |
|FLATLINERS KI...|RUSSELL   |BACALL   |Sports     |
|FLATLINERS KI...|SCARLETT  |BENING   |Sports     |
|FLINTSTONES H...|ALBERT    |NOLTE    |Comedy     |
|FLINTSTONES H...|BELA      |WALKEN   |Comedy     |
|FLINTSTONES H...|DEBBIE    |AKROYD   |Comedy     |
|FLINTSTONES H...|HUMPHREY  |WILLIS   |Comedy     |
|FLOATS GARDEN   |CAMERON   |ZELLWEGER|Animation  |
|FLOATS GARDEN   |ELLEN     |PRESLEY  |Animation  |
|FLOATS GARDEN   |JIM       |MOSTEL   |Animation  |
|FLOATS GARDEN   |RIP       |WINSLET  |Animation  |
|FLOATS GARDEN   |SEAN      |WILLIAMS |Animation  |
|FLYING HOOK     |CATE      |MCQUEEN  |Animation  |
